关联表								
string	string	int	string	string	string	string	string	string
not_chapter_task_sid	没有这个任务	0						
not_enough_count	设置次数不足	0						
not_enough_permission	没有设置内奸的权限	0						
not_first_enter_corps	不是第一次加入联盟	0						
not_first_fight	不是第一次打怪	0						
not_have_this_skin	没有拥有此皮肤	0						
not_in_same_corps	玩家不在同一联盟，赠送失败	0						
not_in_the_area	不在指定范围内	0						
not_open	功能没有开放！	0						
not_own	玩家此头像未解锁	0						
not_same_PowerCt	和目标角色不在一个势力	0						
not_the_owner_of_the_flag	玩家不是这个军旗的军棋手	0						
not_the_same_PowerCt	非同势力联盟，无法结盟！	0						
null_chapter_task	章节任务为空	0						
number_not_enough	兵器数量不足	0						
official		0						
official_error	爵位信息错误	0						
official_lib_time_up_official_rank_limit	定时排行榜更新检查排行榜限制	0						
official_lib_up_official_rank_limit	自动升官职排行榜限制	0						
rank_forbidden	禁止参与排行榜，解封时间为%s	0						
once_num_limit	一次可招募数量超限	0						
one_number_limit	已达到一次招兵/治疗伤兵上限	0						
online_award_lose	不可领取	0						
online_award_over	已经领取过	0						
online_award_refresh	已经领取完	0						
online_award_time_limit	时间不足	0						
order_id_error	订单id重复	0						
ordnance_cannot_use	器械不能使用	0						
ordnance_num_limit	上阵器械数量已达最大	0						
other_already_ally	对方已经结盟	0						
other_card_put	该宝物已被穿戴	0						
other_cd_limit	对方解散结盟冷却中	0						
petition		0						
petition_lib_add_point_brains	武将智力不满足	0						
petition_lib_add_point_event_is_over	陈情事件已经完成	0						
petition_lib_add_point_event_sid	陈情没有这个事件id	0						
petition_lib_add_point_forage	完成陈情事件的总粮草不满足	0						
petition_lib_add_point_force	武将武力不满足	0						
petition_lib_add_point_govern	武将统率不满足	0						
petition_lib_add_point_iron	铁锭不足	0						
petition_lib_add_point_mineral	石料不足	0						
petition_lib_add_point_wood	木材不足	0						
petition_lib_reset_point_add_number	重置陈情潜能点时，已增加的总点数不足	0						
petition_lib_reset_point_rmb	重置潜能点所需的元宝不足	0						
petition_no_open	陈情功能未开放	0						
pid_disable	该账号已被禁用	0						
point		0						
point_error	坐标错误	0						
point_exist	此坐标已经收藏	0						
point_not_exist	此坐标点不存在	0						
point_not_null	目标位置不是空地	0						
point_null	表示该点为空地,不能攻打	0						
political_card_exist	武将已在其他位置上阵	0						
political_cd	内政冷却时间未到	0						
political_day_max	内政使用次数已经达到上限	0						
political_pos_not_empty	位置已经上阵	0						
pos_in_queue	队列已存在	0						
pos_not_empty	该位置有建筑物	0						
prop_not_enough	物品数量不足	0						
prop_not_sell	该物品不能出售	0						
prop_use_value_limit	使用后超出获得值类型上限	0						
push_gift		0						
push_gift_active_lib_open_condition_interval_time	活动间隔时间不足	0						
push_gift_active_lib_open_condition_one_codition	条件不满足	0						
push_gift_id_error	没有限时推送礼包事件	0						
push_gift_lib_buy_buy_time	不在可购买时间内	0						
push_gift_lib_buy_cash	人民币直接购买,接口错误	0						
push_gift_lib_buy_money	铜币不足	0						
push_gift_lib_buy_rmb	您当前的元宝不足	0						
push_gift_lib_buy_times	购买次数已达上限	0						
pve_max	超过最大上限不可领取	0						
pvp_not_enough	行军令不足够	0						
qid_already_queue	此队列编号已经在队列中	0						
queueing_cancel_limit	建筑升级中,不可取消或派遣	0						
Receive_error	错误	0						
recovery_value_limit	恢复类型的值达到上限	0						
recruiting	有招募在进行中	0						
refresh_num_limit	联盟任务每天最大刷新次数达到上限	0						
repair_bag_not_enough	修理包不足	0						
repair_num_limit	器械修理包数量不足	0						
report		0						
report_failed	该战报已失效	1						
report_lib_revenge_prop	复仇令不足	0						
report_lib_spy_cb_forage	粮食不足，无法进行侦查操作	0						
report_no_detail	该战报没有详细信息	0						
report_not_detail	没有战报详情	0						
report_not_found	该战报已失效	1						
request_valid_time_out	邀请信息已失效	0						
res_count_limit	民屯占领个数已达上限	0						
res_fighting	战斗中不能放弃	0						
res_lv_limit	资源点等级限制	0						
reset_time_limit	联盟重置城池科技冷却时间限制	0						
reset_time_not_arrive	科技重置时间限制	0						
resolve_lib_reset_quality	武将品质错误	0						
resolve_lib_reset_rmb	元宝不足	0						
resolve_lib_reset_state	武将出战状态	0						
rewarded	已领取过奖励	0						
rm_achieve_finish	当前任务已完成	0						
rmb_donate_num_limit	今日联盟金饼捐献名额已用完	1						
rmb_not_enough	您当前的元宝不足	0						
role		0						
role_gift_web_error	礼包码服务器错误	0						
role_level_not_enough	角色等级不足	0						
role_lib_free_role_lv	头像使用角色等级限制	0						
role_lib_free_vip_lv	头像使用VIP等级限制	0						
role_lib_style_unlock_role_lv	角色头像解锁玩家等级限制	0						
role_lib_style_unlock_vip_lv	角色头像解锁VIP等级限制	0						
role_lv_limit	主公等级不足	0						
role_not_find	没有找到该玩家	1						
role_protected	玩家保护状态中	0						
same_name	该名字已被注册	1						
same_style	与当前形象一样	0						
scene		0						
score_no_enough	积分不足	0						
server_starting	服务器启动中	0						
sex_error	性别错误	0						
shop_condition_limit	商店开启条件不足	0						
shop_db_checks_card_soul	信物不足	0						
shop_db_checks_corps_forever	已经达到购买上限	0						
shop_db_checks_corps_money	联盟名望不足	0						
shop_db_checks_day_max	当日购买数量上限	0						
shop_db_checks_forage	粮草不足	0						
shop_db_checks_forever	购买次数达到最大不足	0						
shop_db_checks_goods_storage	背包空间不足	0						
shop_db_checks_iron	铁锭不足	0						
shop_db_checks_mineral	石料不足	0						
shop_db_checks_money	铜币不足	0						
shop_db_checks_rmb	元宝不足	0						
shop_db_checks_role_level	等级不足	0						
shop_db_checks_shop_forever	校验该物品服务器可购买次数不足	0						
shop_db_checks_wood	木材不足	0						
shop_no_find_item	没有这个商品项	0						
shop_refresh_already_max	刷新次数限制	0						
shop_refresh_no_enough	当日商店刷新次数不足	0						
shutup	您的账号已被禁言，解封时间为%s	0						
sid_error	sid错误	0						
sid_is_unlocked	栏位未解锁	0						
sig_error	签名证书错误	0						
size_limit	字数超过上限	0						
size_limit_1	世界频道聊天内容大小限制	0						
size_limit_2	私聊频道聊天内容大小限制	0						
size_limit_3	联盟频道聊天内容大小限制	0						
size_limit_4	势力频道聊天内容大小限制	0						
skin		0						
skin_lib_deblocking_goods_use	只能通过使用道具获得	0						
skin_lib_deblocking_rmb	元宝不足	0						
skin_lib_deblocking_vip_level	VIP等级不足	0						
some_players_are_already_in_other_group	部分玩家在其他军团中	0						
some_players_are_already_in_the_group	部分玩家已经在当前军团中	0						
some_players_have_a_position	部分玩家已经有职位	0						
some_players_is_group_owmer	部分玩家是军团长	0						
some_players_no_in_group	部分玩家不在军团	0						
some_players_no_in_this_group	部分玩家不在当前军团	0						
station		0						
station_gid_marching	驻扎点队伍行军中	0						
station_num_limit	玩家同时驻扎点个数限制	0						
storage_full	背包已满	1						
study_max_lv	研究已达到最大上限	0						
study_no_up_info	没有升级信息	0						
study_queue_full	升级队列已满	0						
study_queue_ing	研究队列升级中	0						
study_time_limit	时间未到	0						
SystemError	服务器处理中，请稍后再试	0						
task_is_end_award	任务已结束	0						
task_not_find	没有这个任务	0						
task_not_finish	任务还没有完成	0						
task_not_start_award	任务没有开始领奖	0						
task_was_award	任务已经领奖	0						
the_PowerCt_corps_animate_num_limit	同势力联盟数量限制（同一势力，有效联盟数量限制）	0						
this_flag_lock	军旗未解锁	0						
time_error	时间错误	0						
time_limit	时间不足	0						
tmp_queue_len_limit	建筑队列个数达到上限	0						
tmp_queue_not_find	建筑队列没有找到	0						
tmp_queue_used	建筑队列使用中	0						
town		0						
town_achieve_accept_daymax	每天接取任务数量达到上限	0						
town_achieve_daymax	该活动未开启	0						
town_ahcieve_refresh	刚好12点领取任务时候,提示刷新任务	0						
town_fight_no_open	该城池不能攻打！	0						
town_fight_time_limit	时间未到	0						
town_lib_build_build_town_exp_max	建设后超出城池经验上限	0						
town_lib_build_construction_rmb	元宝不足！	0						
town_lib_build_corps_material	联盟建设资材不足	0						
town_lib_duplicate_box_awarded	已经领取	0						
town_lib_duplicate_lib_duplicate_award_box_node	关卡未通关	0						
town_lib_duplicate_lib_fight_day_num	今日次数不足	0						
town_lib_duplicate_lib_fight_node	激活关卡未通关	0						
town_lib_duplicate_lib_fight_pve	体力不足	0						
town_lib_duplicate_lib_fight_pvp	行军令不足	0						
town_lib_duplicate_lib_fight_role_level	等级不足	0						
town_lib_duplicate_lib_fight_star	星数不足	0						
town_lib_duplicate_lib_fight2_public_day_count	公共次数已用完	0						
town_lib_duplicate_lib_reset_num_node	激活关卡未通关	0						
town_lib_duplicate_lib_reset_num_reset	重置次数用完	0						
town_lib_duplicate_lib_reset_num_rmb	元宝不足	0						
town_lib_duplicate_lib_sweep_day_num	今日扫荡次数已用完	0						
town_lib_duplicate_lib_sweep_public_day_count	扫荡次数已用完	0						
town_lib_duplicate_lib_sweep_pve	体力不足	0						
town_lib_duplicate_lib_sweep_pvp	行军令不足	0						
town_lib_duplicate_lib_sweep_role_level	等级不足	0						
town_lib_duplicate_lib_sweep_star	星数不足	0						
town_lib_duplicate_lib_sweep_vip_level	vip等级不足	0						
town_lib_duplicate_no_reset	不能重置关卡	0						
town_lib_duplicate_star_awarded	该奖励已经领取	0						
town_lib_duplicate_star_limit	星数不足	0						
town_lib_study_science_level_max	科技达到最大等级	0						
town_lib_study_science_must_science	前置科技未达到要求	0						
town_lib_study_science_science_point	城池剩余科技点不足	0						
town_lib_study_science_used_point	不满足条件	0						
town_lib_town_build_build_town_exp_max	联盟城池建设达到经验上限	0						
town_lib_town_build_construction_rmb	城池建设元宝不足	0						
town_lib_town_build_corps_material	城池建设资材不足	0						
town_lib_town_check_occupy_town_limit	占领城池数已达联盟上限	0						
town_lib_town_check_occupy_town_near	占领城池不是相邻郡	0						
town_lib_town_check_occupy_town_num	占领的该郡县城数量不足	0						
town_lib_town_contribute_contribute_times	捐献次数用完	0						
town_lib_town_contribute_forage	粮草不足	0						
town_lib_town_contribute_iron	铁锭不足	0						
town_lib_town_contribute_iron_limit	城池建设铁数量单位错误	0						
town_lib_town_contribute_max_science_schedule	已达当前科技点上限，无法捐献	0						
town_lib_town_contribute_mineral	石料不足	0						
town_lib_town_contribute_mineral_limit	城池建设石数量单位错误	0						
town_lib_town_contribute_wood	木材不足	0						
town_lib_town_contribute_wood_limit	城池建设木数量单位错误	0						
town_lib_town_exchange_ground_silver	洛阳碎银货币不足	0						
town_lib_town_study_science_must_science	学习的前置技能不满足	0						
town_lib_town_study_science_science_point	城池科技点不足	0						
town_lib_town_study_science_used_point	投入的技术点不足	0						
town_no_achieve_sid	该城池没有该任务	0						
town_no_sid	未找到该科技	0						
town_not_oneself	不是自己的城	0						
town_not_owner	城池不归自己联盟所有	0						
town_protect	城池保护冷却中	0						
treasure		0						
treasure_already_max	宝物已满级	0						
treasure_house_queue_full	藏宝阁的队列已满	0						
treasure_level_error	藏宝阁宝物突破所需的藏宝阁等级不足	0						
treasure_lib_put_treasure_card_level	穿戴宝物卡片等级不满足	0						
treasure_lib_up_streng_need_money	宝物货币不足	0						
treasure_lib_up_streng_treasure_money	宝物强化需要的宝物货币不足	0						
treasure_num_limit	宝物突破次数上限	0						
treasure_storage_full	宝物包裹空间不足	0						
treasure_streng_limit	宝物强化限制（包括了等级/所需材料/强化的宝物）	0						
trust_no_create	托管状态不可创建角色	0						
trusting	帐号被托管不可登录	1						
uid_error	没有找到这个玩家的校武场数据	0						
unlock_limit	解锁限制	0						
update_name_cd_limit	改名冷却时间尚未结束	0						
user_disable	由于您的帐号违规已被封停，解封时间为%s，如有疑问请联系客服。	0						
user_error	无用户数据	0						
warehouse_full	仓库已满	0						
wisdom_max	该才略已经满级	0						
wisdom_sid_error	才略sid错误	0						
world_office		0						
world_office_achieve_not_found	世界官职任务没找到	0						
world_office_lib_appoint_PowerCt	势力不一致	0						
world_office_lib_appoint_jurisdiction	任命权显示错误，请重新打开此界面	0						
world_office_lib_appoint_leave_office_PowerCt	势力不相同	0						
world_office_lib_appoint_leave_office_is_office	被卸任的角色没有官职	0						
world_office_lib_appoint_leave_office_jurisdiction	权限不足	0						
world_office_lib_appoint_open_limit	官职未解锁	0						
world_office_lib_appoint_target_office	被任命这个人必须没有职位 被任命的角色已存在官职	0						
world_office_lib_appoint_vacancy	职位没有空缺	0						
world_office_lib_declaration_content	宣言内容长度超限制	0						
world_office_lib_declaration_jurisdiction	权限不足	0						
world_office_lib_declaration_limit_time	宣言时间CD中	0						
world_office_lib_declaration_mask	含有敏感词，请重新输入	1						
world_office_lib_get_PowerCt_task_is_give	已经领取奖励	0						
world_office_lib_get_PowerCt_task_source	任务积分不足	0						
world_office_lib_launch_war_horn_is_famous	不是名城	0						
world_office_lib_launch_war_horn_is_over	当前有正在发起的号角	0						
world_office_lib_launch_war_horn_jurisdiction	权限不足	0						
world_office_lib_launch_war_horn_len	口号长度超限制	0						
world_office_lib_launch_war_horn_mask	含有敏感词，请重新输入	1						
world_office_lib_launch_war_horn_prop	消耗的道具不足	0						
world_office_lib_launch_war_horn_time	冷却时间不足！	0						
world_office_lib_launch_war_horn_type	世界官职发起战争号角类型错误	0						
world_office_lib_launch_war_horn_war_horn	本势力不满足发起战争号角条件	0						
world_office_lib_leave_office_PowerCt	和被卸任的玩家不是同一个势力	0						
world_office_lib_leave_office_is_office	被卸任的玩家没有官职	0						
world_office_lib_leave_office_jurisdiction	权限不足	0						
world_office_lib_national_policy_is_over	当前有国策执行中	0						
world_office_lib_national_policy_jurisdiction	权限不足	0						
world_office_lib_national_policy_target_national_time	国策CD中	0						
world_office_lib_replace_appoint_PowerCt	势力不相同	0						
world_office_lib_replace_appoint_is_office	被卸任角色没有官职	0						
world_office_lib_replace_appoint_jurisdiction	权限不足	0						
world_office_lib_replace_appoint_open_limit	官职未解锁	0						
world_office_lib_update_office_name_jurisdiction	权限不足	0						
world_office_lib_update_office_name_len	封号内容超限制	0						
world_office_lib_update_office_name_mask	含有敏感词，请重新输入	1						
arena_not_fight_self	挑战的UID是本人，不能挑战自己	0						
fete_not_open	祭祀未开启	0						
town_lib_town_rmb_contribute_rmb	城池元宝捐献元宝不足	0						
town_lib_town_rmb_contribute_build_town_exp_max	城池元宝捐献获得的经验超过城池最大经验	0						
town_lib_town_rmb_contribute_role_times	城池元宝捐献个人剩余次数不足	0						
town_lib_town_rmb_contribute_town_times	城池元宝捐献城池剩余次数不足	0						
card_up_exp_prop_num_surpass_need_num	经验书的数量不需要那么多	0						
have_monster_house	已拥有怪物营地，不能再次使用令牌	0						
not_find_null_point	周围未找到空地，怪物营地生成失败	0						
fight_monster_house_max_num	攻打怪物营地已达最大次数	0						
monster_house_not_find	怪物营地未找到	0						
monster_house_point_destry	怪物营地被攻击的点已被占领	0						
max_receive_day_times	怪物营地令牌每日领取到达上限	0						
chapter_lib_receive_monster_house_goods_monster_house_mod	只有在怪物营地玩法阶段，才能领取剿匪令牌	0						
chapter_lib_receive_monster_house_goods_role_level	等级不足，不能领取剿匪令牌	0						
not_open_choose	预选势力未开放	0						
report_not_collect	战报未收藏	0						
report_has_collected	战报已经收藏	0						
role_corps_bagua_cd	个人冷却时间内无法参与答题！	0						
corps_bagua_index_error	八阵图方位错误	0						
corps_bagua_not_open	八阵图未开启！	0						
corps_bagua_lib_use_no_event	八阵图被召唤时无法使用阴阳爻！	0						
corps_bagua_lib_use_prop	道具不足！	0						
corps_bagua_lib_use_corps_bagua_no_event	同时只能召唤一个八阵图！	0						
corps_bagua_lib_use_corps_bagua_corps_position_limit	权限不足无法召唤八阵图！	0						
corps_bagua_lib_use_corps_bagua_corps_all_complete	八阵图能量未满无法召唤！	0						
corps_bagua_lib_use_corps_bagua_corps_event_cd_time_limit	八阵图处于冷却时间，无法召唤！	0						
corps_bagua_event_zhezhong_award_no_data	服务器处理中，请稍后再试	0						
corps_bagua_event_zhezhong_awarded	奖励已领取	0						
corps_bagua_event_zhezhong_award_no_index_data	条件不满足，无法领取奖励	0						
corps_bagua_event_no_more_than_one_gid	同时只能派遣一支队伍前往八阵图·折冲	0						
no_corps_bagua_event	没有八阵图事件！	0						
corps_bagua_event_times_limit	剩余派遣次数不足！	0						
corps_bagua_event_time_out	八阵图的能力耗尽，已从地图上消失！	0						
can_not_use	免战牌不能使用	0						
corps_resource_marching_lv_limit	军垦田行军，等级不足	0						
can_not_plunder_by_same_owner	相同拥有者，不能掠夺	0						
town_not_have_owner	军垦田所属城池无归属，不能行军	0						
can_not_collect_by_not_the_owner	军垦田不属于己方，不能采集	0						
can_not_occ_by_not_the_owner	军垦田不属于己方，不能驻防	0						
active_is_over	活动已结束	0						
no_active_open	活动未开启	0						
skill36_has_equip	该计略已经装备在队伍中	0						
storage_max_num_limit_equipment	背包装备栏位空间不足，请及时清理！	0						
storage_max_num_limit_card	卡牌包裹数量不足	2						
storage_max_num_limit_treasure	背包宝物栏位空间不足，请及时清理！	0						
storage_max_num_limit_goods	背包物品栏位空间不足，请及时清理！	0						
storage_max_num_limit_mount	背包物品栏位空间不足，请及时清理！	0						
storage_max_num_limit_mount_equipment	背包物品栏位空间不足，请及时清理！	0						
never_have_this_card	不曾拥有过这个武将	0						
everday_evaluation_times_limit	每日评论次数达到上限	0						
no_evaluation	没有评价	0						
only_time_stamp	同一条评论只能踩一次	0						
only_time_support	同一条评论只能赞一次	0						
sup_stp_times_limit	每日赞和踩的次数达到上限	0						
not_the_owner	军垦田不属于己方，不能修改军垦田信息	0						
corps_pos_limit	职位限制，不能修改军垦田信息	0						
content_size_limit	长度限制，修改失败	0						
can_not_evaluate_own	不能点赞或踩自己的评论	0						
all_evaluate_times_limit	评论达到总次数	0						
check_function_db_check_function_db_role_lv_card_comment_port_evaluate	武将评价玩家等级限制	0						
check_function_db_check_function_db_role_lv_card_comment_port_support_or_stamp	武将评价点赞或踩玩家等级限制	0						
content_length_min_six_max_sixty	武将评价最小6个字，最大60个字	0						
card_role_evaluate_num_limit	玩家单个武将评论条数限制	0						
town_fight_famous_chief_num_limit	攻打名城，郡城数量不足	0						
error_checkin_game_rmb	补签金票不足	0						
no_skill36_buff	没有计略buff	0						
no_skill36_open	计略未解锁	0						
fight_num_limit	攻打次数不足	0						
mount_equip_not_put	坐骑装备数据错误	0						
mount_storage_full	坐骑包裹已满	0						
mount_equipment_storage_full	坐骑装备包裹已满	0						
game_proposal_cd_time_limit	悬赏纳谏提交冷却中	0						
game_proposal_content_size_limit	悬赏纳谏内容长度超限	0						
check_function_db_check_function_db_role_lv_game_proposal	玩家等级达到10级后开启！	1						
garray_formation_no_study	该阵法还没学习	0						
no_garray_formation	没有该阵法	0						
check_function_db_check_function_db_then_chapter_stage_put_mount	剧本阶段限制	0						
horse_ranch_same_name	不可修改为与当前相同的化名	0						
horse_ranch_change_name_cd	修改化名处于冷却时间	0						
horse_ranch_lib_change_name_game_rmb	更改化名金券不足	0						
no_guodu_PowerCt	不能转入无王城的势力	0						
must_quit_corps	转势力必须退出联盟	0						
no_questionnaire	没有问卷	0						
no_questionnaire_info	没有问卷信息	0						
no_questionnaire_id	没有问卷id	0						
use_limit	使用背包物品限制	0						
farmer_not_dispatch_building	农夫没有派遣在这个建筑上	0						
no_farmer	没有劳工数据	0						
building_farmer_dispatch_max_num_limit	建筑物派遣的劳工个数上限	0						
farmer_dispatching	农夫正在派遣中	0						
farmer_storage_full	民居已满,请主公管理后再领取	0						
uid_exists_in_two_lists_at_the_same_time	该劳工不能同时上下派遣	0						
farmer_dispatch_bsid_limit	该农夫不能派遣在该建筑	0						
farmer_no_red_point	该农夫最近获得过新特性	0						
check_function_db_check_function_db_build_sid_lv_garrison_port_up_garray	队伍驻防的时候建筑物等级限制	0						
not_arrive	行军没有到达	0						
march_not_find	没有行军信息	0						
no_city	城池id不存在	0						
no_move_order	行动点不足	0						
no_occupied	城池未被占领	0						
select_diff_not_unlock	难度没有解锁	0						
no_occ	城池未被占领	0						
is_no_soldiers	武将未配兵	0						
new_performance_action_point_limit	行动点不足	0						
garray_not_idle	队伍还未返回城池	0						
new_performance_reset_num_limit	重置次数已达上限	0						
plunder_max_num_limit	采集其他联盟军垦田次数已达上限	0						
collect_max_num_limit	采集军垦田次数已达上限	0						
garray_error	当前队伍无法行军	0						
have_choose_camp_house	已经选择了怪物营寨	0						
camp_house_uid_error	怪物营寨id错误	0						
can_not_use_good	该物品不能使用	0						
monster_house_point_distory	该点上黄巾营地已被摧毁	0						
achieve_completed_but_can_not_get_award	不满足领奖条件	0						
achieve_completed_but_can_not_get_award_5	领取失败，您不在达成目标的联盟中	0						
achieve_completed_but_can_not_get_award_6	领取失败，您不在达成目标的势力中	0						
achieve_completed_but_can_not_get_award_7	领取失败，任务目标达成时您未在本联盟中	0						
achieve_completed_but_can_not_get_award_8	领取失败，任务目标达成时您未在当前势力中	0						
farmer_not_havent	该劳工已被遣散	0						
max_search_day_times	今日黄巾营地探寻次数已达上限	0						
no_near_by_rebel_forces	附近暂无蛮兵，请稍后再试	0						
collection_too_much	收藏邮箱已达存储上限	0						
corps_email_too_much	联盟邮箱已达存储上限	0						
system_email_too_much	系统邮箱已达存储上线	0						
mass_room_no_exist	集结房间不存在	1						
mass_room_role_max_num_limit	集结房间人数达到最大	0						
you_no_mass_room_owner	你不是集结房间房主	0						
mass_room_uids_sort_error	集结房间排序uid不全	0						
uid_no_in_mass_room	集结房间排序uid错误	0						
confirm_create_boss_time_limit	确认生成集结boss的时候，超过有效时间	0						
no_point_create_mass_boss	没有空点创建集结boss	0						
no_mass_boss	集结boss不存在	0						
leisure_num_limit	预备兵数量不足	0						
can_not_create_more_than_one_mass_room	玩家只能创建一个集结房间	0						
no_mass_room	没有这个集结房间	0						
mass_garrays_is_set_out	集结队伍已经出发，不能操作	0						
can_not_join_the_same_mass_room_again	你已经加入该房间	0						
no_join_mass_room	没有加入过该集结房间	0						
mass_room_no_kickout_self	不能自己踢出自己	0						
attack_mass_boss_need_role_num_limit	进攻集结boss需要的最小人数不够	0						
mass_room_member_no_all_occ	进攻集结boss需要的所有的成员都达到集结点	0						
corps_resource_have_ower	军垦田采集权已有归属，不能行军	0						
war_makes_lib_buy_buy_rmb	演义战令购买经验元宝不足	0						
war_makes_lib_get_award_type_lv	演义战令奖励已领取	0						
war_makes_lib_get_award_war_makes_lv	演义战令该等级奖励不能领取	0						
war_makes_lib_get_award_prime	演义战令付费奖励已领取	0						
corps_bagua_lib_use_corps_bagua_all_complete	拼装已全部完成	0						
only_can_equip_one_team	不能装备相同的计略	0						
res_protect	资源保护中	0						
res_not_exit	资源不存在	0						
no_labourer	劳工不存在	0						
map_build_not_exit	仓库不存在	0						
res_not_occupy	没有占领该资源	0						
res_not_enough	资源不足	0						
res_state_error	资源当前状态不允许进行该操作	0						
set_repeat_dest	重复派遣同一个目的地	0						
dispatch_num_limit	派遣数量超过上限	0						
rand_defeat	随机劳工特性失败	0						
unlock_features_repeat	劳工该槽位已经解锁特性	0						
index_over	劳工解锁槽位超出	0						
have_gain_labourer	有劳工在收取	0						
no_res	没有资源	0						
bind_res_num_limit	绑定资源点数量超过上限	0						
soldiers_sid_lock	兵种未解锁	0						
soldiers_has_locked	该兵种已经解锁	0						
set_soldiers_has_max	设置兵种个数达上限	0						
card_consum_num_err	兵种消耗卡片数量错误  	0						
need_off_card_treasure	解锁兵种需要先卸下宝物	0						
card_num_not_enough	解锁兵种低级卡卡片数量不足	0						
only_can_put_one_card	一件宝物只能穿戴在一张卡片	0						
new_treasure_lib_put_treasure_card_level	穿戴宝物卡片等级不满足	0						
new_treasure_lib_put_treasure_soldiers_type	穿戴宝物兵种类型不满足	0						
screen_word	输入含有敏感词	1						
express_lib_check_express_go_card_count 	派遣数量不足	0						
no_express_achieve	没有这个任务	0						
card_locked	卡牌正在陈情中	0						
count_notright	刷新次数不足	0						
level_havent_enough	陈情等级不足	0						
up_card_different_sid	武将升星素材卡不是同名卡	0						
resolve_card_put_treasure	请卸下武将身上的宝物再尝试分解	0						
card_lib_up_star_card	武将升星素材卡不足	0						
card_lib_reset_potential_rmb	您的元宝不足	0						
card_lib_reset_potential_game_rmb	您的金券不足	0						
no_potential_reset	当前没有可重置的属性点	0						
potential_not_enough	当前自由属性点不够	0						
init_card	改武将已经为初始状态	0						
card_up_star_no_card	存在未拥有的卡牌	0						
star_error	卡牌星级错误 	0						
report_have_no_content	请输入详细的举报内容	0						
express_not_refish	无可刷新陈情	1						
the_previous_exercise_room_is_no_over	演武沙盘正在清扫中，请主公稍后再试	1						
exercise_room_not_exist	演武不存在，请重新打开界面	1						
this_exercise_town_does_not_belong_to_the_player	不能放弃不属于自己的城池	0						
exercise_lib_marching_action_point	行动点不足无法行军	1						
exercise_lib_recall_occ_action_point	行动点不足无法召回驻防队伍	1						
exercise_lib_move_consume_move_token	迁城令不足无法迁城	1						
exercise_card_num_limit	演武卡牌背包空闲位置不足	1						
exercise_gid_has_been_unlocked	这个演武队伍已经解锁过	1						
exercise_gid_cannot_unlock	这个演武队伍不能解锁	1						
exercise_gid_not_exist	这个演武队伍不存在	0						
exercise_garray_not_idle	这个演武队伍不是空闲状态	1						
exercise_card_no_in_shop_list	演武要购买的卡不在商店数据中	1						
exercise_purchase_card_exist	演武要购买的卡已存在包裹中	1						
exercise_card_can_not_change	已拥有品质更高的同名武将！	1						
exercise_money_limit	军资不足	1						
exercise_card_num_limit	演武背包空闲位置不足	1						
exercise_card_no_exist	演武要替换的卡不存在	1						
exercise_shop_lv_max_limit	演武商店已经达到最高等级	1						
exercise_lib_up_shop_lv_exercise_money	军资不足	1						
exercise_purchase_bag_capacity_max_num_limit	演武背包扩容已经达到上限	1						
exercise_lib_add_cards_num_exercise_money	军资不足	1						
exercise_restore_max_limit	购买次数已达上限	1						
exercise_lib_change_restore_exercise_money	军资不足	1						
exercise_lib_manual_refresh_shop_exercise_money	军资不足	1						
exercise_town_protect	演武城池保护状态中，不能攻打	1						
check_function_db_check_function_db_role_lv_exercise	玩家等级不足，演武暂未开启	1						
exercise_can_not_attack_self_town	不能攻打自己的城池	1						
express_lib_check_express_refish_game_rmb	您当前金券不足	1						
have_applied	已经申请过	1						
map_build_not_nor	辎重营已经被摧毁	1						
not_mass_invite	该集结邀请已失效	1						
in_friend	已经是好友	1						
not_apply_self	不能申请自己	1						
friend_max	好友数量已达上限	1						
other_friend_max	对方好友数量已达上限	1						
in_blacklist	已被拉入黑名单	1						
forbide_add_friend	禁止添加好友，解封时间为%s	1						
forbide_changet	禁止修改文本信息，解封时间为%s	1						
not_request	没有申请信息	1						
not_friend	不是好友	1						
blacklist_max	黑名单上限	1						
enter_soldiers_limit	参与集结人数不符合房间要求	1						
room_state_can_not_set	当前房间状态不允许修改设置	1						
info_size_limit	申请信息长度上限	1						
other_lv_limit	开启好友功能需要该玩家个人势力达到200！	1						
in_other_blacklist	你已被对方拉入黑名单	1						
check_function_db_check_function_db_role_lv_friend	开启好友功能需要个人势力达到200！	1						
remark_size_limit	备注长度上限	1						
train_function_not_open	练兵功能未开启	1						
train_array_limit	练兵队伍数量限制	1						
map_build_lib_training_card_action_power	队伍内武将体力不足	1						
is_help_card	该武将为助阵武将	1						
action_power_not_enough	武将体力不足	1						
no_role_uid	没有角色的唯一id	0						
town_fight_near_limit	城池相邻郡限制	1						
auto_resolve_card_not_open	自动分解武将功能未开启	0						
chapter_lib_receive_monster_house_goods_exist_condition	开始时间条件不满足	0						
labourer_lib_labor_unlockSkill_money	铜币不足，无法解锁劳工新技能	0						
map_build_lib_create_map_build_for_sgz2_building_type	建筑等级不足	1						
map_build_lib_uplevel_for_sgz2_building_type	升级建筑等级不足	1						
PowerCt_error	势力错误	1						
point_move_error	无法迁城到该区域	1						
resource_num_not_enough	资源不足	1						
resource_is_max	该资源存储已达上限，不可交易获得	1						
cost_dont_enough	统御值不足	1						
material_card_not_idle	素材中有已上阵的武将	1						
ownership_error	归属权限制不能侦查	1						
